POLARITY		CONCEPT
positive		chup_anh
positive		chup_den
negative		chup_dong_mach
positive		chup_dorner
negative		chup_lac_de
positive		chup_lay
negative		chup_nhanh
positive		chupacabra
positive		churchgo
positive		churchwarden
negative		churigueresco
negative		churriguer
negative		chut_it
negative		chutzpa
negative		chutzpah
positive		chuyen
positive		chuyen_den
positive		chuyen_di
negative		chuyen_di_choi
positive		chuyen_di_trong_ngay
positive		chuyen_doi
positive		chuyen_doi_chieu
negative		chuyen_doi_du_phong
positive		chuyen_doi_ky_thuat_so
positive		chuyen_doi_phan_hach_hat_nhan
negative		chuyen_dong
positive		chuyen_dong_cham
positive		chuyen_dong_chat_long
negative		chuyen_dong_duong_dan
positive		chuyen_dong_nhanh_chong
positive		chuyen_dong_nuoc
negative		chuyen_dong_pretrial
negative		chuyen_dong_quan_tinh
positive		chuyen_dong_quay
negative		chuyen_dong_ro_rang
negative		chuyen_dong_ro_rang_quan_tinh
positive		chuyen_dong_ro_rang_ro_rang
negative		chuyen_dong_rong
positive		chuyen_dong_splatter
positive		chuyen_dong_swash
negative		chuyen_dong_tron
negative		chuyen_dong_warp
negative		chuyen_du_hanh_xuyen_thoi_gian_ay
positive		chuyen_gia
negative		chuyen_gia_tuyet_doi
negative		chuyen_giao
positive		chuyen_hoa_gan
positive		chuyen_hoa_lipid
positive		chuyen_hoa_lipoid
negative		chuyen_huong
negative		chuyen_huong_varsity
positive		chuyen_khao
positive		chuyen_khoan
positive		chuyen_nghiep
negative		chuyen_nham
positive		chuyen_nhuong
positive		chuyen_nhuong_chung_thu
positive		chuyen_phat_nhanh
negative		chuyen_phat_nhanh_pittsburgh
positive		chuyen_tiep
positive		chuyen_ve
positive		chymical
positive		chymist
negative		chymosin
positive		chytrid
positive		ciborium
positive		ciceronia
positive		cichorium_ondivia
positive		cicindela
positive		ciclopirox
negative		ciclosporin
positive		cielab
positive		cielito_de_thuong
positive		ciggerfish
negative		ciggies
positive		cilioate
positive		ciliopathy
negative		cimbtack
positive		cimmyt
negative		cinacalcet
positive		cinch
positive		cinch_bang
negative		cinch_bean
negative		cinch_waist
positive		cincinnati
negative		cinemalaya
negative		cinenovevum
positive		cingulata
negative		cinnarizine
positive		ciphersuite
positive		cipollino
positive		circcircle
negative		circe
positive		circesly_circessial
positive		circumpole
positive		cirle
negative		cirth
negative		cisapride
positive		cissy
negative		cistercian
positive		cite_ngan_gon
positive		citric
positive		citrine
positive		citrobacter
positive		citrutl
positive		citywide
negative		civic
positive		clachan
positive		clack_ok
negative		cladistic
positive		cladophora
negative		cladribine
positive		claflin
negative		clag
positive		clairaudient
negative		clal
negative		clammy
negative		clandestine
positive		clank
negative		clannish
negative		clansman
positive		clapperclaw
negative		claptrap
positive		clare_algar
positive		clarecastle
negative		clarette
positive		clarical_ultimate
positive		clarinet
positive		clarinet_thoi
positive		clarinettist
positive		clarinex
negative		clarion_blast
negative		clarion_het_len
positive		clarion_ovation
positive		clark_gable
positive		clarke
negative		clasp
positive		class
negative		clavate
negative		clavichord
negative		clayborne
positive		clean_cut
positive		clear_cut
negative		clearasil
positive		clearcast
positive		cleat
positive		cleavage_furrow
negative		cleaver
positive		cleckley
negative		cleft_meo
positive		clematis
positive		clement
negative		clement_talbot
positive		clerestory
negative		clerisy
negative		clerkenwell
negative		clicker
positive		clickwheel
negative		cliff_bung
negative		cliff_bury
positive		cliff_eberhardt
negative		cliff_nuot
negative		cliff_polloan
negative		cliff_seaklutition
negative		cliff_sup
negative		cliffhanger
negative		clifftop
positive		climategate
negative		clink
negative		clink_break
positive		clink_ok
positive		clinodactyly
positive		clint_barton
negative		clip_clop
negative		clipboard
positive		clipper
negative		clippety_clop
negative		cliquish
negative		clisted
negative		clitic
positive		clive_caldwell
positive		clive_stafford_smith
positive		cloakware
positive		cloath
positive		clobber
positive		clobetasol
positive		clock_ok
negative		clofibrate
negative		cloisonne
negative		cloister
negative		clomipramine
negative		clomp_cung_nhau
negative		clone
negative		clonidine
negative		clorua_cuprus
negative		clostridia
negative		clostridium
positive		clostridium_botulinum
negative		clostridium_tetani
negative		clot
positive		clotrimazole
negative		cloudburst
positive		clough
negative		clowcote
negative		cloy
negative		clozapine_clozaril
positive		clubbing
negative		cluley
negative		clunk
positive		clyster
negative		cmpmedica
positive		cnemolia
negative		cnidaria
negative		cnidarian
negative		co
negative		co_ao_mau_xanh
positive		co_ba_la
positive		co_ba_nguoi
positive		co_bai_co_creek
negative		co_ban
negative		co_ban_chu_nghia
negative		co_bang_quang
positive		co_bap
negative		co_bap_ail
negative		co_bap_bi_rang_buoc
negative		co_bap_carnitine
negative		co_bap_cong_kenh
negative		co_bap_dau
positive		co_bap_girmaster
negative		co_bap_hulky
negative		co_bap_isousal
negative		co_bap_kho_so
negative		co_bap_lon
negative		co_bap_mang_thai
positive		co_bap_masseter
negative		co_bap_ngoai_co
negative		co_bap_thong_tri
negative		co_bap_trong
positive		co_bap_tu_nguyen
positive		co_bap_xu
negative		co_be_lo_lem
positive		co_be_rat_nghiem_tuc
negative		co_bray
negative		co_cai_dong
negative		co_cai_nhau
negative		co_cao
negative		co_cha
negative		co_chap
positive		co_chat
negative		co_che
positive		co_co
positive		co_cong_ty_trai_dat
negative		co_cua_so
negative		co_cung_co
negative		co_cuu_cai
positive		co_da
negative		co_da_roc
negative		co_dai
negative		co_dao
positive		co_dau
positive		co_dau_chu_re
positive		co_di_khong_day
positive		co_dien
positive		co_dinh
negative		co_doc
positive		co_doc_nhan
positive		co_doi_co
negative		co_don
positive		co_dong
positive		co_duoc_ban_tay
positive		co_duoc_do_bam
negative		co_duoc_duoi_da
positive		co_duoc_ke_hoach
positive		co_duoc_kien_thuc
positive		co_duoc_nhan_cau
negative		co_duoc_shit_voi_nhau
negative		co_duoc_su_tinh_te
positive		co_duoc_thu_duoc
positive		co_gadsden
positive		co_gai
positive		co_gai_moi
positive		co_gan_ket
positive		co_gang
positive		co_gang_dao_nguoc
negative		co_gi_sai
negative		co_gian
negative		co_giat
negative		co_gio
positive		co_gioi_hoa
negative		co_hai
positive		co_henchman
negative		co_hieu
positive		co_hieu_luc
positive		co_hieu_luc_tro_ve_truoc
positive		co_hieu_qua
positive		co_hieu_qua_thap
negative		co_hinh_le
positive		co_ho_goc
positive		co_ho_hang_voi_nhau
positive		co_hoa
positive		co_hoanh
negative		co_hoi
negative		co_hoi_binh_dang
negative		co_hoi_bong_tuyet
positive		co_hoi_dung
negative		co_hoi_lang_phi
negative		co_hoi_mong_manh
negative		co_hoi_thap
negative		co_hoi_toi_loi
negative		co_homa
positive		co_kha_nang
positive		co_kha_nang_cao
positive		co_khi
positive		co_kho
positive		co_khuynh_huong
positive		co_kiem_tra
positive		co_la
negative		co_lai
negative		co_lap
negative		co_le
negative		co_le_luoi_liem
negative		co_le_ong_organ
negative		co_le_ong_tabor
negative		co_le_ruot
positive		co_le_tim
positive		co_loi
positive		co_lon
positive		co_ly
negative		co_mach
negative		co_macro
positive		co_man
negative		co_marabou
negative		co_mau
negative		co_moi
positive		co_mon_bai
positive		co_mot_chuyen_di_tot_dep
positive		co_muc_dich
negative		co_mui
positive		co_mui_thom
negative		co_nghia_la
negative		co_ngoai_muff
negative		co_nhan_tao
negative		co_nhieu
positive		co_no
positive		co_phan
negative		co_phan_cao
positive		co_phan_quan_tam
positive		co_phan_tien
positive		co_phat_song
positive		co_phieu_phi_ton
positive		co_quan_bach_huyet
positive		co_quan_byzantine
negative		co_quan_dien_rong
negative		co_quan_dien_tu_rong
negative		co_quan_do_luong
positive		co_quan_gordian
negative		co_quan_hien_tang
negative		co_quan_hinh_ong
negative		co_quan_lap_phap_tinh
negative		co_quan_lap_phap_unicamern
positive		co_quan_men
positive		co_quan_noi_tang
negative		co_quan_ong_rong
negative		co_quan_ong_tuy
negative		co_quan_rong
negative		co_quan_tu_phap
negative		co_quill
negative		co_ra
negative		co_roc
negative		co_rong
negative		co_rua
positive		co_rut
positive		co_sat
positive		co_sinh_vat_hoc
positive		co_so_du_lieu_medline
positive		co_so_du_lieu_oracle
positive		co_so_ha_tang_ghim
negative		co_so_pyloric
positive		co_so_tuan_tra
positive		co_son
positive		co_song
positive		co_su_tham_gia
positive		co_swastika
negative		co_tac_dong_manh
negative		co_thai
positive		co_tham_quyen
negative		co_that
negative		co_that_co
negative		co_that_co_bap
positive		co_that_khong
negative		co_that_sat
positive		co_the
negative		co_the_ban_ron
positive		co_the_bien_doi
positive		co_the_boi_thuong
positive		co_the_chap_nhan_duoc
negative		co_the_chinh_sua
positive		co_the_chiu_dung_duoc
positive		co_the_chiu_duoc_thoi_tiet
positive		co_the_chuyen_doi
positive		co_the_cung
positive		co_the_dang_tai_len_instagram
negative		co_the_danh_nhau
positive		co_the_dao_tao
positive		co_the_dat_duoc
positive		co_the_den
positive		co_the_di_chuyen
positive		co_the_doc_duoc
negative		co_the_dong
positive		co_the_gap_lai
positive		co_the_gia_cong_duoc
positive		co_the_giao_dich
positive		co_the_hoan_lai
negative		co_the_keo
negative		co_the_lai
positive		co_the_lam_duoc
negative		co_the_loai_bo
positive		co_the_mo_rong
positive		co_the_mo_ta
positive		co_the_mo_xe
negative		co_the_nhap
positive		co_the_nhin_thay_ria
negative		co_the_phan_biet
positive		co_the_phan_loai
positive		co_the_phan_tich_duoc
positive		co_the_phong_to
positive		co_the_phuc_vu
positive		co_the_su_dung_duoc
positive		co_the_tai_ve
negative		co_the_thao_ra_duoc
negative		co_the_thay_doi_duoc
negative		co_the_thay_doi_tot
positive		co_the_thu_vao
positive		co_the_tich_hop
negative		co_the_tich_nghi
positive		co_the_tieu_hoa_duoc
positive		co_the_tranh_duoc
positive		co_the_tron
positive		co_the_tu_dong
positive		co_the_tuong_tuong_duoc
positive		co_the_vang
positive		co_the_xac_dinh_ngay_thang
positive		co_the_xem_duoc
positive		co_the_xoa_duoc
positive		co_the_xu_ly_duoc
positive		co_tho_cao
positive		co_thoi_gian
positive		co_thon_nemallin
positive		co_tim
negative		co_tim_sai_lam
negative		co_tinh_thuan_tro
negative		co_tren
negative		co_tren_duong
negative		co_tu_co
negative		co_tuoi_tot
positive		co_tuyet_roi
positive		co_uu_the
negative		co_uy_tin
negative		co_van
positive		co_van_de
negative		co_vay
positive		co_ve
positive		co_vu_nong
positive		co_vua
positive		co_vua_cam_do
positive		co_xien_tot_nhat
positive		co_xua
positive		co_xuong
positive		co_xuong_co_bap
negative		co_y
negative		co_y_co_chu_tam
positive		co_y_nghia
positive		co_y_thuc
positive		coachbuilt
negative		coadroad
positive		coadunate
positive		coagulopathy
negative		coarse_boodle
negative		cobalamin
positive		coban_nguyen_tu
negative		cobb
positive		cobbin_ren
negative		cobra
positive		cobra_co_kinh
positive		cobra_pugachev
negative		cobweb
negative		cobwebby
positive		cobwebby_blade
positive		cobwebby_joy
positive		cobwebby_moi_la
negative		cobwebby_vach_da
negative		cobwebby_vo_nghia
negative		coc
positive		coc_bang_ha
positive		coc_bo
negative		coc_can_sot
positive		coc_hap
positive		coc_rimy
negative		cocaine
negative		cocaine_phu_thuoc
positive		cocci
positive		cocciopesto
positive		coccobacilary
positive		coccobacillus
negative		coccoid
positive		cocgycle
positive		cochran
negative		cocishza
positive		cockade
positive		cockamamie
positive		cockamamy
positive		cockatiel
positive		cockatoo
negative		cockblock
positive		cockchafer
positive		cockcro
positive		cockcrow
negative		cocker
negative		cocker_spaniel
positive		cockle
negative		cockney
negative		cocksuck_hau_mon
positive		cocksure
negative		cockup
negative		cocky
negative		cocobolo
positive		cod_pham_phap
negative		codarl
positive		codcos
positive		code_fragment
negative		codeguru
negative		codein
positive		codeine_phosphate
positive		codellical
negative		codename
negative		codename_houdini
positive		codger
positive		codican
positive		codicil
positive		codium
positive		codpeck
negative		codswallop
negative		coelortative
negative		coenobitic
negative		coerce
positive		coerce_gale
negative		coerce_shear
negative		cofferdam
negative		coffey
positive		cogent
positive		cogitate
negative		cognoscenti
positive		cogrgg
positive		cogsworth
positive		cogwheel
positive		coheafology
negative		cohn
positive		cohoba
positive		cohomology
positive		coi
positive		coi_chung
negative		coi_coc
positive		coi_hoi
positive		coi_mu
negative		coi_quan_ao
positive		coi_quan_xuong
negative		coi_thuong
negative		coi_xay_gio
negative		coi_xay_lua_mi_chay_bang_nuoc
negative		coi_xay_nuoc
negative		coice
negative		coin_hoard
positive		coin_monger
negative		coiner
positive		cointail
negative		cointelpro
negative		cokehead
negative		colander
negative		coldcock
positive		cole_crop
positive		cole_puffinburger
positive		coleman
positive		colemanite
negative		coleoptile
positive		colesberg
positive		coleval
positive		colewort
negative		coli
negative		colic
negative		colic_biliage
negative		colicky
negative		colkle_stitch
positive		collator
negative		collegian
positive		collembola
positive		colliery
negative		colliery_fiend
negative		colliery_lazarus
positive		collimate
positive		colloloid_cubbus
negative		colloquy
positive		collute
negative		colluvial
negative		colluvium
positive		collwork
positive		colly
positive		collyrium
positive		colname
positive		colnbrook
positive		colo
positive		coloboma
positive		cologing
positive		cologne
positive		colonnade
positive		colorfast
negative		colorguard
positive		colossal
negative		colossus
positive		colquhoun
negative		colt
negative		coltermy
positive		columba
positive		columellar
negative		com_kim_loai
negative		coma
positive		comate_violet
negative		combinage
positive		combo
positive		combo_reel
negative		comdex
positive		comedo
positive		comfier
positive		comfit
negative		cominformer
positive		comint
positive		comity
negative		commer_phi
negative		commie
positive		commingle_rope
negative		comminute
positive		commonsense
negative		commove
positive		comorbid
positive		comovement
positive		comp
positive		compazine
positive		compendia
negative		compeyson
positive		compinge
negative		compote
negative		compotion
negative		compover
positive		comptroller
negative		compulse
negative		comsoc
negative		comstock_lode
negative		con_ac_mong
positive		con_ac_mong_cua_orwellian
positive		con_at_chu_bai
negative		con_bao
positive		con_bao_gale
positive		con_bao_lua
positive		con_beo
negative		con_bo_cap
negative		con_bo_chet
positive		con_bo_chet_con_sau_buom
negative		con_bo_co_mui_kho_chiu
positive		con_ca_map_requiem
positive		con_cai
negative		con_cat
negative		con_cat_bien
negative		con_cat_bo_bien
positive		con_chau
positive		con_cho_liem_mon_an
negative		con_chuot
positive		con_chuot_tui
negative		con_co
negative		con_cong
positive		con_cong_kieu_hanh
positive		con_cuu_moi
positive		con_dao_co_rang_cua
negative		con_dau_cong_chung
negative		con_dau_dan_hac
negative		con_dau_du_doi
positive		con_dau_irvine
negative		con_dau_pelt
positive		con_de
negative		con_doc
negative		con_dom_dom
negative		con_duong
positive		con_duong_catenin
positive		con_duong_documentroot
positive		con_duong_shikimate
positive		con_duong_than_kinh_shikimate
positive		con_duong_thinh_vuong
positive		con_gai
negative		con_gau
negative		con_gian_du
positive		con_goget
positive		con_hang
negative		con_ho
negative		con_ken_ken
negative		con_khi
negative		con_khi_dot
positive		con_ky_lan
negative		con_la
negative		con_lai
negative		con_lan_cao
negative		con_lan_gamey
negative		con_linh_duong
negative		con_loc
negative		con_lon
negative		con_ma
positive		con_mat
positive		con_meo
positive		con_meo_bi_bong
positive		con_meo_to
negative		con_moi
negative		con_moi_de
negative		con_mua_nang
negative		con_nai
negative		con_nghien
negative		con_ngong_beo
positive		con_phi_long_cho
negative		con_qua
positive		con_quat
positive		con_quay
positive		con_quay_hoi_chuyen
negative		con_quy_toc_do
negative		con_ran
negative		con_ran_ran
positive		con_ran_treetop
negative		con_roi
positive		con_soc
positive		con_song
negative		con_sot
negative		con_sot_lai_nhat
positive		con_sot_moi_nhat
negative		con_sot_ranh
negative		con_sua
negative		con_tac_ke
positive		con_te_te
positive		con_tem
negative		con_than_lan
negative		con_thinh_nang
negative		con_thinh_no
negative		con_thinh_no_du_doi
negative		con_thinh_no_hoang_da
positive		con_thuong
negative		con_tin
positive		con_ton_tai
positive		con_trai_cua_sorley
positive		con_tro_co_the_cuon
negative		con_trung
positive		con_trung_bay
